"school";"sex";"age";"address";"famsize";"Pstatus";"Medu";"Fedu";"Mjob";"Fjob";"reason";"guardian";"traveltime";"studytime";"failures";"schoolsup";"famsup";"paid";"activities";"nursery";"higher";"internet";"romantic";"famrel";"freetime";"goout";"Dalc";"Walc";"health";"absences";"G1";"G2";"G3";"w"
"323";"GP";"F";17;"R";"LE3";"T";2;2;"services";"services";"course";"mother";1;3;0;0;1;1;1;1;1;1;0;3;3;2;2;2;3;3;11;11;11;53
"324";"GP";"F";17;"U";"GT3";"T";3;1;"services";"services";"course";"father";1;3;0;0;1;0;0;0;1;1;0;3;4;3;2;3;5;1;12;14;15;59
"325";"GP";"F";17;"U";"LE3";"T";0;2;"at_home";"at_home";"home";"father";2;3;0;0;0;0;0;1;1;1;0;3;3;3;2;3;2;0;16;15;15;43
"326";"GP";"M";18;"U";"GT3";"T";4;4;"other";"other";"course";"mother";1;3;0;0;0;0;1;1;1;1;0;4;3;3;2;2;3;3;9;12;11;51
"327";"GP";"M";17;"U";"GT3";"T";3;3;"other";"services";"reputation";"mother";1;1;0;0;0;0;1;0;1;1;0;4;3;5;3;5;5;3;14;15;16;44
"328";"GP";"M";17;"R";"GT3";"T";2;2;"services";"other";"course";"mother";4;1;0;0;1;0;0;1;1;1;0;4;4;5;5;5;4;8;11;10;10;45
"329";"GP";"F";17;"U";"GT3";"T";4;4;"teacher";"services";"course";"mother";1;3;0;0;1;1;1;1;1;1;0;5;4;4;1;3;4;7;10;9;9;53
"330";"GP";"F";17;"U";"GT3";"T";4;4;"teacher";"teacher";"course";"mother";2;3;0;0;1;1;0;0;1;1;1;4;3;3;1;2;4;4;14;14;14;61
"331";"GP";"M";18;"U";"LE3";"T";2;2;"other";"other";"course";"mother";1;4;0;0;1;0;1;1;1;1;0;4;5;5;2;4;5;2;9;8;8;49
"332";"GP";"F";17;"R";"GT3";"T";2;4;"at_home";"other";"course";"father";1;3;0;0;1;0;0;1;1;1;1;4;4;3;1;1;5;7;12;14;14;45
"333";"GP";"F";18;"U";"GT3";"T";3;3;"services";"services";"home";"mother";1;2;0;0;0;0;1;1;1;1;0;5;3;4;1;1;4;0;7;0;0;39
"334";"GP";"F";18;"U";"LE3";"T";2;2;"other";"other";"home";"other";1;2;0;0;0;0;1;0;1;1;1;4;3;3;1;1;2;0;8;8;0;49
"335";"GP";"F";18;"R";"GT3";"T";2;2;"at_home";"other";"course";"mother";2;4;0;0;0;0;1;1;1;0;0;4;4;4;1;1;4;0;10;9;0;40
"336";"GP";"F";17;"U";"GT3";"T";3;4;"services";"other";"course";"mother";1;3;0;0;0;0;0;1;1;1;0;4;4;5;1;3;5;16;16;15;15;59
"337";"GP";"F";19;"R";"GT3";"A";3;1;"services";"at_home";"home";"other";1;3;1;0;0;1;0;1;1;0;0;5;4;3;1;2;5;12;14;13;13;47
"338";"GP";"F";17;"U";"GT3";"T";3;2;"other";"other";"home";"mother";1;2;0;0;1;1;0;1;1;1;1;4;3;2;2;3;2;0;7;8;0;53
"339";"GP";"F";18;"U";"LE3";"T";3;3;"services";"services";"home";"mother";1;4;0;0;1;0;0;1;1;1;0;5;3;3;1;1;1;7;16;15;17;44
"340";"GP";"F";17;"R";"GT3";"A";3;2;"other";"other";"home";"mother";1;2;0;0;1;1;0;1;1;1;0;4;3;3;2;3;2;4;9;10;10;53
"341";"GP";"F";19;"U";"GT3";"T";2;1;"services";"services";"home";"other";1;3;1;0;0;1;1;1;1;1;1;4;3;4;1;3;3;4;11;12;11;43
"342";"GP";"M";18;"U";"GT3";"T";4;4;"teacher";"services";"home";"father";1;2;1;0;1;0;1;1;1;1;0;4;3;3;2;2;2;0;10;10;0;56
"343";"GP";"M";18;"U";"LE3";"T";3;4;"services";"other";"home";"mother";1;2;0;0;0;0;1;1;1;1;1;4;3;3;1;3;5;11;16;15;15;65
"344";"GP";"F";17;"U";"GT3";"A";2;2;"at_home";"at_home";"home";"father";1;2;1;0;1;0;0;1;1;1;1;3;3;1;1;2;4;0;9;8;0;37
"345";"GP";"F";18;"U";"GT3";"T";2;3;"at_home";"other";"course";"mother";1;3;0;0;1;0;0;1;1;1;0;4;3;3;1;2;3;4;11;10;10;45
"346";"GP";"F";18;"U";"GT3";"T";3;2;"other";"services";"other";"mother";1;3;0;0;0;0;0;1;1;1;1;5;4;3;2;3;1;7;13;13;14;54
"347";"GP";"M";18;"R";"GT3";"T";4;3;"teacher";"services";"course";"mother";1;3;0;0;0;0;0;1;1;1;1;5;3;2;1;2;4;9;16;15;16;49
"348";"GP";"M";18;"U";"GT3";"T";4;3;"teacher";"other";"course";"mother";1;3;0;0;1;1;0;1;1;1;1;5;4;5;2;3;5;0;10;10;9;55
"349";"GP";"F";17;"U";"GT3";"T";4;3;"health";"other";"reputation";"mother";1;3;0;0;1;1;1;1;1;1;1;4;4;3;1;3;4;0;13;15;15;47
"350";"MS";"M";18;"R";"GT3";"T";3;2;"other";"other";"course";"mother";2;1;1;0;1;0;0;0;1;1;0;2;5;5;5;5;5;10;11;13;13;50
"351";"MS";"M";19;"R";"GT3";"T";1;1;"other";"services";"home";"other";3;2;3;0;0;0;0;1;1;1;0;5;4;4;3;3;2;8;8;7;8;46
"352";"MS";"M";17;"U";"GT3";"T";3;3;"health";"other";"course";"mother";2;2;0;0;1;1;0;1;1;1;0;4;5;4;2;3;3;2;13;13;13;58
"353";"MS";"M";18;"U";"LE3";"T";1;3;"at_home";"services";"course";"mother";1;1;1;0;0;0;0;1;0;1;1;4;3;3;2;3;3;7;8;7;8;50
"354";"MS";"M";19;"R";"GT3";"T";1;1;"other";"other";"home";"other";3;1;1;0;1;0;0;1;1;1;0;4;4;4;3;3;5;4;8;8;8;60
"355";"MS";"M";17;"R";"GT3";"T";4;3;"services";"other";"home";"mother";2;2;0;0;1;1;1;0;1;1;1;4;5;5;1;3;2;4;13;11;11;53
"356";"MS";"F";18;"U";"GT3";"T";3;3;"services";"services";"course";"father";1;2;0;0;1;0;0;1;1;0;1;5;3;4;1;1;5;0;10;9;9;38
"357";"MS";"F";17;"R";"GT3";"T";4;4;"teacher";"services";"other";"father";2;2;0;0;1;1;1;1;1;1;0;4;3;3;1;2;5;4;12;13;13;46
"358";"MS";"F";17;"U";"LE3";"A";3;2;"services";"other";"reputation";"mother";2;2;0;0;0;0;0;1;1;0;1;1;2;3;1;2;5;2;12;12;11;36
"359";"MS";"M";18;"U";"LE3";"T";1;1;"other";"services";"home";"father";2;1;0;0;0;0;0;0;1;1;1;3;3;2;1;2;3;4;10;10;10;45
"360";"MS";"F";18;"U";"LE3";"T";1;1;"at_home";"services";"course";"father";2;3;0;0;0;0;0;1;1;1;0;5;3;2;1;1;4;0;18;16;16;52
"361";"MS";"F";18;"R";"LE3";"A";1;4;"at_home";"other";"course";"mother";3;2;0;0;0;0;0;1;1;0;1;4;3;4;1;4;5;0;13;13;13;66
"362";"MS";"M";18;"R";"LE3";"T";1;1;"at_home";"other";"other";"mother";2;2;1;0;0;0;1;0;0;0;0;4;4;3;2;3;5;2;13;12;12;40
"363";"MS";"F";18;"U";"GT3";"T";3;3;"services";"services";"other";"mother";2;2;0;0;1;0;0;1;1;1;1;4;3;2;1;3;3;0;11;11;10;48
"364";"MS";"F";17;"U";"LE3";"T";4;4;"at_home";"at_home";"course";"mother";1;2;0;0;1;1;1;1;1;1;1;2;3;4;1;1;1;0;16;15;15;57
"365";"MS";"F";17;"R";"GT3";"T";1;2;"other";"services";"course";"father";2;2;0;0;0;0;0;0;1;0;0;3;2;2;1;2;3;0;12;11;12;52
"366";"MS";"M";18;"R";"GT3";"T";1;3;"at_home";"other";"course";"mother";2;2;0;0;1;1;0;1;1;0;0;3;3;4;2;4;3;4;10;10;10;52
"367";"MS";"M";18;"U";"LE3";"T";4;4;"teacher";"services";"other";"mother";2;3;0;0;0;1;0;1;1;1;1;4;2;2;2;2;5;0;13;13;13;50
"368";"MS";"F";17;"R";"GT3";"T";1;1;"other";"services";"reputation";"mother";3;1;1;0;1;1;0;1;1;1;1;5;2;1;1;2;1;0;7;6;0;48
"369";"MS";"F";18;"U";"GT3";"T";2;3;"at_home";"services";"course";"father";2;1;0;0;1;1;0;1;1;1;1;5;2;3;1;2;4;0;11;10;10;47
"370";"MS";"F";18;"R";"GT3";"T";4;4;"other";"teacher";"other";"father";3;2;0;0;1;1;0;0;1;1;1;3;2;2;4;2;5;10;14;12;11;47
"371";"MS";"F";19;"U";"LE3";"T";3;2;"services";"services";"home";"other";2;2;2;0;0;0;1;1;1;0;1;3;2;2;1;1;3;4;7;7;9;44
"372";"MS";"M";18;"R";"LE3";"T";1;2;"at_home";"services";"other";"father";3;1;0;0;1;1;1;1;0;1;1;4;3;3;2;3;3;3;14;12;12;44
"373";"MS";"F";17;"U";"GT3";"T";2;2;"other";"at_home";"home";"mother";1;3;0;0;0;0;1;1;1;0;1;3;4;3;1;1;3;8;13;11;11;40
"374";"MS";"F";17;"R";"GT3";"T";1;2;"other";"other";"course";"mother";1;1;0;0;0;0;1;1;1;1;0;3;5;5;1;3;1;14;6;5;5;55
"375";"MS";"F";18;"R";"LE3";"T";4;4;"other";"other";"reputation";"mother";2;3;0;0;0;0;0;1;1;1;0;5;4;4;1;1;1;0;19;18;19;54
"376";"MS";"F";18;"R";"GT3";"T";1;1;"other";"other";"home";"mother";4;3;0;0;0;0;0;1;1;1;0;4;3;2;1;2;4;2;8;8;10;35
"377";"MS";"F";20;"U";"GT3";"T";4;2;"health";"other";"course";"other";2;3;2;0;1;1;0;0;1;1;1;5;4;3;1;1;3;4;15;14;15;53
"378";"MS";"F";18;"R";"LE3";"T";4;4;"teacher";"services";"course";"mother";1;2;0;0;0;1;1;1;1;1;0;5;4;3;3;4;2;4;8;9;10;54
"379";"MS";"F";18;"U";"GT3";"T";3;3;"other";"other";"home";"mother";1;2;0;0;0;1;0;1;1;1;1;4;1;3;1;2;1;0;15;15;15;44
"380";"MS";"F";17;"R";"GT3";"T";3;1;"at_home";"other";"reputation";"mother";1;2;0;0;1;1;1;0;1;1;0;4;5;4;2;3;1;17;10;10;10;47
"381";"MS";"M";18;"U";"GT3";"T";4;4;"teacher";"teacher";"home";"father";1;2;0;0;0;1;1;0;1;1;0;3;2;4;1;4;2;4;15;14;14;64
"382";"MS";"M";18;"R";"GT3";"T";2;1;"other";"other";"other";"mother";2;1;0;0;0;0;1;0;1;1;1;4;4;3;1;3;5;5;7;6;7;45
"383";"MS";"M";17;"U";"GT3";"T";2;3;"other";"services";"home";"father";2;2;0;0;0;0;1;1;1;1;0;4;4;3;1;1;3;2;11;11;10;55
"384";"MS";"M";19;"R";"GT3";"T";1;1;"other";"services";"other";"mother";2;1;1;0;0;0;0;1;1;0;0;4;3;2;1;3;5;0;6;5;0;60
"385";"MS";"M";18;"R";"GT3";"T";4;2;"other";"other";"home";"father";2;1;1;0;0;1;0;1;1;0;0;5;4;3;4;3;3;14;6;5;5;45
"386";"MS";"F";18;"R";"GT3";"T";2;2;"at_home";"other";"other";"mother";2;3;0;0;0;1;0;1;1;0;0;5;3;3;1;3;4;2;10;9;10;50
"387";"MS";"F";18;"R";"GT3";"T";4;4;"teacher";"at_home";"reputation";"mother";3;1;0;0;1;1;1;1;1;1;1;4;4;3;2;2;5;7;6;5;6;55
"388";"MS";"F";19;"R";"GT3";"T";2;3;"services";"other";"course";"mother";1;3;1;0;0;0;1;0;1;1;0;5;4;2;1;2;5;0;7;5;0;45
"389";"MS";"F";18;"U";"LE3";"T";3;1;"teacher";"services";"course";"mother";1;2;0;0;1;1;0;1;1;1;0;4;3;4;1;1;1;0;7;9;8;49
"390";"MS";"F";18;"U";"GT3";"T";1;1;"other";"other";"course";"mother";2;2;1;0;0;0;1;1;1;0;0;1;1;1;1;1;5;0;6;5;0;56
"391";"MS";"M";20;"U";"LE3";"A";2;2;"services";"services";"course";"other";1;2;2;0;1;1;0;1;1;0;0;5;5;4;4;5;4;11;9;9;9;54
"392";"MS";"M";17;"U";"LE3";"T";3;1;"services";"services";"course";"mother";2;1;0;0;0;0;0;0;1;1;0;2;4;5;3;4;2;3;14;16;16;56
"393";"MS";"M";21;"R";"GT3";"T";1;1;"other";"other";"course";"other";1;1;3;0;0;0;0;0;1;0;0;5;5;3;3;3;3;3;10;8;7;63
"394";"MS";"M";18;"R";"LE3";"T";3;2;"services";"other";"course";"mother";3;1;0;0;0;0;0;0;1;1;0;4;4;1;3;4;5;0;11;12;10;46
"395";"MS";"M";19;"U";"LE3";"T";1;1;"other";"at_home";"course";"father";1;1;0;0;0;0;0;1;1;1;0;3;2;3;3;3;5;5;8;9;9;29
