"school","sex","address","famsize","Pstatus","Mjob","Fjob","reason","guardian","age","Medu","Fedu","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","w"
"GP","F","U","LE3","T","other","other","home","other",18,3.5,2.5,2,2.5,0,0,1,1,0.5,1,1,1,0.5,4.5,4,3.5,1,1.5,3,9,12,10.5,11,46
"GP","F","U","GT3","T","other","other","reputation","father",18,4,3.5,1,2.5,0,0,1,1,0,1,1,1,0.5,2.5,3.5,2.5,1.5,1.5,2,2.5,15,14,15,54
"GP","M","U","LE3","T","teacher","teacher","home","mother",18,4,3.5,1,2.5,0,0,1,1,0,1,1,1,0.5,2.5,3.5,2.5,1.5,1.5,2,2.5,15,14,15,54
"GP","F","U","LE3","A","health","other","home","mother",18,3,4,1,2,0.5,0,1,0.5,0.5,1,1,1,0.5,4,3,3.5,1,1,3.5,11,13,11,11.5,48
"GP","M","U","LE3","T","other","teacher","home","father",17,3.5,3.5,1.5,1,0,0,0.5,1,0,1,1,1,0,4,2.5,2,1.5,2.5,5,2,12.5,11.5,10.5,57.5
"GP","F","U","GT3","T","other","other","reputation","mother",17,3.5,2,1.5,3.5,0,0,1,1,0.5,0.5,1,1,0,4.5,2.5,2.5,1,1.5,4,0,16,14.5,16,41
"GP","F","U","GT3","T","health","health","reputation","father",17,3.5,2,1.5,3.5,0,0,1,1,0.5,0.5,1,1,0,4.5,2.5,2.5,1,1.5,4,0,16,14.5,16,41
"GP","M","U","GT3","T","other","other","home","other",19,3.5,3.5,1.5,1.5,1,0,1,0.5,0.5,1,1,1,1,4,3.5,4,1,1,3.5,29,11.5,11.5,10.5,47.5
"GP","F","U","GT3","T","services","at_home","reputation","other",18,3,4,1,2,0.5,0,1,0.5,0.5,1,1,1,0.5,4,3,3.5,1,1,3.5,11,13,11,11.5,48
"GP","M","U","GT3","A","services","other","course","other",20,3.5,2,1.5,2,1,0,0.5,0.5,0.5,0.5,1,0.5,0.5,5,4.5,3,1,1,4,2,16,16,16.5,51.5
"GP","M","U","GT3","T","teacher","services","reputation","other",19,3.5,3.5,1.5,1.5,1,0,1,0.5,0.5,1,1,1,1,4,3.5,4,1,1,3.5,29,11.5,11.5,10.5,47.5
"GP","M","R","GT3","T","other","services","reputation","father",19,2,2,1,2,1,0.5,0.5,0,1,0.5,1,0.5,0.5,4,4.5,3,1,2.5,4,9,13.5,11,11,48.5
"GP","F","U","LE3","T","at_home","other","reputation","other",19,2,2,1,2,1,0.5,0.5,0,1,0.5,1,0.5,0.5,4,4.5,3,1,2.5,4,9,13.5,11,11,48.5
"GP","F","U","LE3","T","services","services","home","other",19,1.5,1.5,2,2,0.5,0,0.5,0,0.5,0.5,0.5,0.5,1,3.5,3,2.5,1.5,1.5,2.5,10,11.5,10.5,6.5,58
"GP","F","U","GT3","T","at_home","other","other","other",19,1.5,1.5,2,2,0.5,0,0.5,0,0.5,0.5,0.5,0.5,1,3.5,3,2.5,1.5,1.5,2.5,10,11.5,10.5,6.5,58
"GP","M","U","GT3","T","other","services","course","other",19,2,2,1.5,2,1,0,0.5,0.5,0,0,1,1,0.5,4,3.5,2,1.5,2,2.5,12.5,13,10.5,11,46.5
"GP","F","U","LE3","T","services","other","reputation","other",19,2,2,1.5,2,1,0,0.5,0.5,0,0,1,1,0.5,4,3.5,2,1.5,2,2.5,12.5,13,10.5,11,46.5
"GP","F","U","GT3","T","at_home","health","home","other",19,1.5,2,1,3,1.5,0,0,0,0,0.5,1,1,1,4,1,2,1,1,3,27,14,12,12,56.5
"GP","F","R","GT3","T","other","other","reputation","other",19,1.5,2,1,3,1.5,0,0,0,0,0.5,1,1,1,4,1,2,1,1,3,27,14,12,12,56.5
"GP","F","U","GT3","T","services","other","course","mother",18,3,2,1.5,2.5,0,0,1,1,1,1,1,1,0.5,4.5,3,3.5,1,1.5,3,4.5,8.5,9,4.5,48
"GP","F","U","GT3","T","other","other","course","mother",18,3,2,1.5,2.5,0,0,1,1,1,1,1,1,0.5,4.5,3,3.5,1,1.5,3,4.5,8.5,9,4.5,48
"GP","F","R","GT3","T","at_home","services","course","father",17,3.5,3.5,1,2.5,0,0,1,1,0.5,0.5,1,1,0.5,4.5,2.5,3,1.5,3.5,5,11.5,12,12,11.5,48
"GP","F","U","GT3","T","teacher","other","course","mother",18,4,4,1,2.5,0,0,0.5,0.5,0.5,1,1,1,0,4,3.5,3.5,2.5,2.5,4,2.5,10,11.5,11,51
"GP","F","U","GT3","A","services","services","course","mother",17,3.5,3.5,1,2.5,0,0,1,1,0.5,0.5,1,1,0.5,4.5,2.5,3,1.5,3.5,5,11.5,12,12,11.5,48
"GP","F","U","GT3","T","other","other","course","mother",17,2,2,1,2.5,0,0,1,0.5,0.5,1,1,0.5,0.5,3.5,2.5,2,1.5,1.5,3,7.5,11,10,10,51
"GP","F","R","LE3","T","services","services","course","mother",17,2,2,1,2.5,0,0,1,0.5,0.5,1,1,0.5,0.5,3.5,2.5,2,1.5,1.5,3,7.5,11,10,10,51
"GP","F","U","GT3","T","services","services","course","father",17,1.5,1.5,1.5,3,0,0,0.5,0,0,0.5,1,1,0,3,3.5,3,2,3,3.5,0.5,14,14.5,15,51
"GP","F","U","LE3","T","at_home","at_home","home","father",17,1.5,1.5,1.5,3,0,0,0.5,0,0,0.5,1,1,0,3,3.5,3,2,3,3.5,0.5,14,14.5,15,51
"GP","M","U","GT3","T","other","other","course","mother",18,4,4,1,2.5,0,0,0.5,0.5,0.5,1,1,1,0,4,3.5,3.5,2.5,2.5,4,2.5,10,11.5,11,51
"GP","M","U","GT3","T","other","services","reputation","mother",17,2.5,2.5,2.5,1,0,0,0.5,0,0.5,0.5,1,1,0,4,3.5,5,4,5,4.5,5.5,12.5,12.5,13,44.5
"GP","M","R","GT3","T","services","other","course","mother",17,2.5,2.5,2.5,1,0,0,0.5,0,0.5,0.5,1,1,0,4,3.5,5,4,5,4.5,5.5,12.5,12.5,13,44.5
"GP","F","U","GT3","T","teacher","services","course","mother",17,4,4,1.5,3,0,0,1,1,0.5,0.5,1,1,0.5,4.5,3.5,3.5,1,2.5,4,5.5,12,11.5,11.5,57
"GP","F","U","GT3","T","teacher","teacher","course","mother",17,4,4,1.5,3,0,0,1,1,0.5,0.5,1,1,0.5,4.5,3.5,3.5,1,2.5,4,5.5,12,11.5,11.5,57
"GP","M","U","LE3","T","other","other","course","mother",18,2.5,2.5,1,3,0,0,0.5,0,1,1,1,1,0,4.5,4,4.5,1.5,2.5,4.5,1,8,4,4,44
"GP","F","R","GT3","T","at_home","other","course","father",17,2.5,4,1,3,0,0,0.5,0,0,1,1,1,0.5,4,4,4,1,2,5,11.5,14,14.5,14.5,52
"GP","F","U","GT3","T","services","services","home","mother",18,2.5,2.5,1,3,0,0,0.5,0,1,1,1,1,0,4.5,4,4.5,1.5,2.5,4.5,1,8,4,4,44
"GP","F","U","LE3","T","other","other","home","other",18,2,2,1.5,3,0,0,0,0,1,0.5,1,0.5,0.5,4,3.5,3.5,1,1,3,0,9,8.5,0,44.5
"GP","F","R","GT3","T","at_home","other","course","mother",18,2,2,1.5,3,0,0,0,0,1,0.5,1,0.5,0.5,4,3.5,3.5,1,1,3,0,9,8.5,0,44.5
"GP","F","U","GT3","T","services","other","course","mother",17,2.5,4,1,3,0,0,0.5,0,0,1,1,1,0.5,4,4,4,1,2,5,11.5,14,14.5,14.5,52
"GP","F","R","GT3","A","services","at_home","home","other",19,2.5,1,1,3,1,0,0,1,0.5,1,1,0.5,0.5,4.5,3.5,3.5,1,2.5,4,8,12.5,12.5,12,45
"GP","F","U","GT3","T","other","other","home","mother",17,3,2,1,2,0,0,1,1,0,1,1,1,0.5,4,3,2.5,2,3,2,2,8,9,5,53
"GP","F","U","LE3","T","services","services","home","mother",18,3.5,3.5,1,3,0.5,0,1,0,0.5,1,1,1,0,4.5,3,3,1.5,1.5,1.5,3.5,13,12.5,8.5,50
"GP","F","R","GT3","A","other","other","home","mother",17,3,2,1,2,0,0,1,1,0,1,1,1,0.5,4,3,2.5,2,3,2,2,8,9,5,53
"GP","F","U","GT3","T","services","services","home","other",19,2.5,1,1,3,1,0,0,1,0.5,1,1,0.5,0.5,4.5,3.5,3.5,1,2.5,4,8,12.5,12.5,12,45
"GP","M","U","GT3","T","teacher","services","home","father",18,3.5,3.5,1,3,0.5,0,1,0,0.5,1,1,1,0,4.5,3,3,1.5,1.5,1.5,3.5,13,12.5,8.5,50
"GP","M","U","LE3","T","services","other","home","mother",18,2.5,3.5,1,2.5,0,0,0.5,0,0.5,1,1,1,0.5,4,3,3,1,2.5,4,7.5,13.5,12.5,12.5,55
"GP","F","U","GT3","A","at_home","at_home","home","father",17,3,2.5,1,2.5,0.5,0,1,0.5,0.5,1,1,1,1,3.5,3.5,2,1,2.5,4,0,11,11.5,7.5,42
"GP","F","U","GT3","T","at_home","other","course","mother",18,2.5,3.5,1,2.5,0,0,0.5,0,0.5,1,1,1,0.5,4,3,3,1,2.5,4,7.5,13.5,12.5,12.5,55
"GP","F","U","GT3","T","other","services","other","mother",18,3.5,2.5,1,3,0,0,0,0,0,1,1,1,1,5,3.5,2.5,1.5,2.5,2.5,8,14.5,14,15,51.5
"GP","M","R","GT3","T","teacher","services","course","mother",18,3.5,2.5,1,3,0,0,0,0,0,1,1,1,1,5,3.5,2.5,1.5,2.5,2.5,8,14.5,14,15,51.5
"GP","M","U","GT3","T","teacher","other","course","mother",18,3.5,2.5,1.5,2,0.5,0,1,0.5,0,0.5,1,1,0.5,3.5,4.5,5,3.5,4,5,5,10.5,11.5,11,52.5
"GP","F","U","GT3","T","health","other","reputation","mother",17,3,2.5,1,2.5,0.5,0,1,0.5,0.5,1,1,1,1,3.5,3.5,2,1,2.5,4,0,11,11.5,7.5,42
"MS","M","R","GT3","T","other","other","course","mother",18,3.5,2.5,1.5,2,0.5,0,1,0.5,0,0.5,1,1,0.5,3.5,4.5,5,3.5,4,5,5,10.5,11.5,11,52.5
"MS","M","R","GT3","T","other","services","home","other",19,1,1,3,1.5,2,0,0.5,0,0,1,1,1,0,4.5,4,4,3,3,3.5,6,8,7.5,8,53
"MS","M","U","GT3","T","health","other","course","mother",17,3.5,3,2,2,0,0,1,1,0.5,0.5,1,1,0.5,4,5,4.5,1.5,3,2.5,3,13,12,12,55.5
"MS","M","U","LE3","T","at_home","services","course","mother",18,2,3,1,1.5,0.5,0,0.5,0,0,1,0.5,0.5,1,4.5,3,3.5,1.5,2,4,3.5,9,8,8.5,44
"MS","M","R","GT3","T","other","other","home","other",19,1,1,3,1.5,2,0,0.5,0,0,1,1,1,0,4.5,4,4,3,3,3.5,6,8,7.5,8,53
"MS","M","R","GT3","T","services","other","home","mother",17,3.5,3,2,2,0,0,1,1,0.5,0.5,1,1,0.5,4,5,4.5,1.5,3,2.5,3,13,12,12,55.5
"MS","F","U","GT3","T","services","services","course","father",18,2,3,1,1.5,0.5,0,0.5,0,0,1,0.5,0.5,1,4.5,3,3.5,1.5,2,4,3.5,9,8,8.5,44
"MS","F","R","GT3","T","teacher","services","other","father",17,3.5,3,2,2,0,0,0.5,0.5,0.5,1,1,0.5,0.5,2.5,2.5,3,1,2,5,3,12,12.5,12,41
"MS","F","U","LE3","A","services","other","reputation","mother",17,3.5,3,2,2,0,0,0.5,0.5,0.5,1,1,0.5,0.5,2.5,2.5,3,1,2,5,3,12,12.5,12,41
"MS","M","U","LE3","T","other","services","home","father",18,1,1,2,2,0,0,0,0,0,0.5,1,1,0.5,4,3,2,1,1.5,3.5,2,14,13,13,48.5
"MS","F","U","LE3","T","at_home","services","course","father",18,1,1,2,2,0,0,0,0,0,0.5,1,1,0.5,4,3,2,1,1.5,3.5,2,14,13,13,48.5
"MS","F","R","LE3","A","at_home","other","course","mother",18,1,2.5,2.5,2,0.5,0,0,0,0.5,0.5,0.5,0,0.5,4,3.5,3.5,1.5,3.5,5,1,13,12.5,12.5,53
"MS","M","R","LE3","T","at_home","other","other","mother",18,1,2.5,2.5,2,0.5,0,0,0,0.5,0.5,0.5,0,0.5,4,3.5,3.5,1.5,3.5,5,1,13,12.5,12.5,53
"MS","F","U","GT3","T","services","services","other","mother",18,2,3,2,2,0,0,1,0.5,0,1,1,0.5,0.5,3.5,3,3,1.5,3.5,3,2,10.5,10.5,10,50
"MS","F","U","LE3","T","at_home","at_home","course","mother",17,2.5,3,1.5,2,0,0,0.5,0.5,0.5,0.5,1,0.5,0.5,2.5,2.5,3,1,1.5,2,0,14,13,13.5,54.5
"MS","F","R","GT3","T","other","services","course","father",17,2.5,3,1.5,2,0,0,0.5,0.5,0.5,0.5,1,0.5,0.5,2.5,2.5,3,1,1.5,2,0,14,13,13.5,54.5
"MS","M","R","GT3","T","at_home","other","course","mother",18,2,3,2,2,0,0,1,0.5,0,1,1,0.5,0.5,3.5,3,3,1.5,3.5,3,2,10.5,10.5,10,50
"MS","M","U","LE3","T","teacher","services","other","mother",18,3,3.5,2,2,0,0,0.5,1,0,1,1,1,1,4.5,2,2.5,1.5,2,4.5,0,12,11.5,11.5,48.5
"MS","F","R","GT3","T","other","services","reputation","mother",17,1.5,1.5,2,2,0.5,0,0.5,0.5,0.5,1,1,0.5,1,4,3,2,1,1.5,2,4,10,8.5,5.5,44
"MS","F","U","GT3","T","at_home","services","course","father",18,3,3.5,2,2,0,0,0.5,1,0,1,1,1,1,4.5,2,2.5,1.5,2,4.5,0,12,11.5,11.5,48.5
"MS","F","R","GT3","T","other","teacher","other","father",18,2.5,3,3,1.5,0,0,1,1,0.5,0.5,0.5,1,1,3.5,2.5,2.5,3,2.5,4,6.5,14,12,11.5,45.5
"MS","F","U","LE3","T","services","services","home","other",19,2,1.5,2,1.5,1.5,0,0,0,0.5,1,1,0,0.5,3.5,2.5,2,1,2,4,2,6.5,6,4.5,52
"MS","M","R","LE3","T","at_home","services","other","father",18,2.5,3,3,1.5,0,0,1,1,0.5,0.5,0.5,1,1,3.5,2.5,2.5,3,2.5,4,6.5,14,12,11.5,45.5
"MS","F","U","GT3","T","other","at_home","home","mother",17,1.5,1.5,2,2,0.5,0,0.5,0.5,0.5,1,1,0.5,1,4,3,2,1,1.5,2,4,10,8.5,5.5,44
"MS","F","R","GT3","T","other","other","course","mother",17,2,1.5,1,1.5,0,0,0.5,0.5,1,0.5,1,1,0,3.5,5,4.5,1.5,3,1,15.5,8,7.5,7.5,51
"MS","F","R","LE3","T","other","other","reputation","mother",18,2.5,2.5,3,3,0,0,0,0,0,1,1,1,0,4.5,3.5,3,1,1.5,2.5,1,13.5,13,14.5,44.5
"MS","F","R","GT3","T","other","other","home","mother",18,2.5,2.5,3,3,0,0,0,0,0,1,1,1,0,4.5,3.5,3,1,1.5,2.5,1,13.5,13,14.5,44.5
"MS","F","U","GT3","T","health","other","course","other",20,3.5,2,1.5,2,1,0,0.5,0.5,0.5,0.5,1,0.5,0.5,5,4.5,3,1,1,4,2,16,16,16.5,51.5
"MS","F","R","LE3","T","teacher","services","course","mother",18,3.5,3.5,1,2,0,0,0,1,0.5,1,1,1,0.5,4.5,2.5,3,2,3,1.5,2,11.5,12,12.5,49
"MS","F","U","GT3","T","other","other","home","mother",18,3.5,3.5,1,2,0,0,0,1,0.5,1,1,1,0.5,4.5,2.5,3,2,3,1.5,2,11.5,12,12.5,49
"MS","F","R","GT3","T","at_home","other","reputation","mother",17,2,1.5,1,1.5,0,0,0.5,0.5,1,0.5,1,1,0,3.5,5,4.5,1.5,3,1,15.5,8,7.5,7.5,51
"MS","M","U","GT3","T","teacher","teacher","home","father",18,3,2.5,1.5,1.5,0,0,0,0.5,1,0,1,1,0.5,3.5,3,3.5,1,3.5,3.5,4.5,11,10,10.5,54.5
"MS","M","R","GT3","T","other","other","other","mother",18,3,2.5,1.5,1.5,0,0,0,0.5,1,0,1,1,0.5,3.5,3,3.5,1,3.5,3.5,4.5,11,10,10.5,54.5
"MS","M","U","GT3","T","other","services","home","father",17,2.5,2,2,1.5,0,0,0,0,0.5,0.5,1,1,0,3,4,4,2,2.5,2.5,2.5,12.5,13.5,13,55.5
"MS","M","R","GT3","T","other","services","other","mother",19,2,1.5,2,1.5,1.5,0,0,0,0.5,1,1,0,0.5,3.5,2.5,2,1,2,4,2,6.5,6,4.5,52
"MS","M","R","GT3","T","other","other","home","father",18,3,2,2,2,0.5,0,0,1,0,1,1,0,0,5,3.5,3,2.5,3,3.5,8,8,7,7.5,47.5
"MS","F","R","GT3","T","at_home","other","other","mother",18,3,2,2,2,0.5,0,0,1,0,1,1,0,0,5,3.5,3,2.5,3,3.5,8,8,7,7.5,47.5
"MS","F","R","GT3","T","teacher","at_home","reputation","mother",18,3.5,2.5,2,1.5,0,0,1,1,0.5,1,1,1,0.5,4,3.5,3.5,1.5,1.5,3,3.5,6.5,7,7,52
"MS","F","R","GT3","T","services","other","course","mother",19,1.5,2,1,2,0.5,0,0,0,0.5,0.5,1,1,0,4,3,2.5,2,2.5,5,2.5,7.5,7,4.5,37
"MS","F","U","LE3","T","teacher","services","course","mother",18,3.5,2.5,2,1.5,0,0,1,1,0.5,1,1,1,0.5,4,3.5,3.5,1.5,1.5,3,3.5,6.5,7,7,52
"MS","F","U","GT3","T","other","other","course","mother",18,2,1.5,2.5,1.5,0.5,0,0,0,0.5,0.5,1,0.5,0,2.5,2.5,1,2,2.5,5,0,8.5,8.5,5,51
"MS","M","U","LE3","A","services","services","course","other",21,2,1.33333333333333,1,1.33333333333333,2.66666666666667,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,5,4.66666666666667,4,4,4.33333333333333,2.66666666666667,10,8.33333333333333,8.33333333333333,8,54.6666666666667
"MS","M","U","LE3","T","services","services","course","mother",17,2.5,2,2,1.5,0,0,0,0,0.5,0.5,1,1,0,3,4,4,2,2.5,2.5,2.5,12.5,13.5,13,55.5
"MS","M","R","GT3","T","other","other","course","other",21,2,1.33333333333333,1,1.33333333333333,2.66666666666667,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,5,4.66666666666667,4,4,4.33333333333333,2.66666666666667,10,8.33333333333333,8.33333333333333,8,54.6666666666667
"MS","M","R","LE3","T","services","other","course","mother",18,2,1.5,2.5,1.5,0.5,0,0,0,0.5,0.5,1,0.5,0,2.5,2.5,1,2,2.5,5,0,8.5,8.5,5,51
"MS","M","U","LE3","T","other","at_home","course","father",19,1.5,2,1,2,0.5,0,0,0,0.5,0.5,1,1,0,4,3,2.5,2,2.5,5,2.5,7.5,7,4.5,37
